tik,uik,voters,turnout,putin,stationary,cam,marked,gaps,mn_in,mn_out,koib
TIK-5,1474,1273,63%,76%,1241,c1,yes,,79,234,
TIK-5,1474,1273,63%,76%,1241,c2,yes,,79,234,
TIK-5,1507,1167,63%,77%,1138,c1,yes,,92,216,
TIK-5,1507,1167,63%,77%,1138,c2,yes,,92,216,
TIK-5,1513,1468,63%,76%,1443,c1,yes,,124,266,
TIK-5,1513,1468,63%,76%,1443,c2,yes,,124,266,
TIK-5,1515,1210,63%,73%,1185,c1,yes,,109,212,
TIK-5,1515,1210,63%,73%,1185,c2,yes,,109,212,
TIK-6,1098,1263,63%,78%,1243,c2,yes,,125,139,КОИБ
TIK-7,638,1417,63%,73%,1373,c1,yes,,97,124,
TIK-7,638,1417,63%,73%,1373,c2,yes,,97,124,
TIK-7,768,1468,63%,74%,1428,c1,yes,,181,335,
TIK-7,792,1187,63%,75%,1155,c1,yes,,50,266,
TIK-7,792,1187,63%,75%,1155,c2,yes,,50,266,
TIK-7,797,1175,63%,75%,1156,c2,yes,,90,284,
TIK-7,802,1488,63%,75%,1436,c1,yes,,207,291,
TIK-7,802,1488,63%,75%,1436,c2,yes,,207,291,
TIK-7,807,1336,63%,75%,1308,c1,yes,,215,310,
TIK-7,807,1336,63%,75%,1308,c2,yes,,215,310,
TIK-8,1696,1539,63%,76%,1503,c2,yes,,163,142,КОИБ
TIK-9,1815,1022,63%,68%,993,c1,yes,,90,332,
TIK-9,1815,1022,63%,68%,993,c2,yes,,90,332,
TIK-9,1835,1332,63%,76%,1322,c1,yes,,52,368,
TIK-9,1835,1332,63%,76%,1322,c2,yes,,52,368,
TIK-9,1839,1468,63%,80%,1443,c1,yes,,127,360,
TIK-9,1839,1468,63%,80%,1443,c2,yes,,127,360,
TIK-10,216,1133,63%,76%,1105,c1,yes,,127,314,
TIK-10,216,1133,63%,76%,1105,c2,yes,,127,314,
TIK-10,223,982,63%,74%,963,c1,yes,,180,289,
TIK-10,223,982,63%,74%,963,c2,yes,,180,289,
TIK-11,456,1404,63%,73%,1362,c1,yes,,129,196,
TIK-11,456,1404,63%,73%,1362,c2,yes,,129,196,
TIK-12,1739,1073,63%,78%,1060,c1,yes,,73,300,
TIK-12,1739,1073,63%,78%,1060,c2,yes,,73,300,
TIK-12,1756,1285,63%,74%,1271,c1,yes,,359,354,
TIK-12,1756,1285,63%,74%,1271,c2,yes,,359,354,
TIK-12,1757,1425,63%,69%,1413,c1,yes,,264,453,
TIK-12,1771,1223,63%,75%,1211,c2,yes,,119,222,
TIK-12,1777,1031,63%,75%,1022,c1,yes,,95,220,
TIK-12,1777,1031,63%,75%,1022,c2,yes,,95,220,
TIK-13,1256,707,63%,79%,654,c1,yes,,150,129,
TIK-13,1256,707,63%,79%,654,c2,yes,,150,129,
TIK-13,1258,917,63%,80%,866,c1,yes,,146,122,
TIK-13,1258,917,63%,80%,866,c2,yes,,146,122,
TIK-13,1265,879,63%,77%,845,c2,yes,,332,90,
TIK-14,277,715,63%,77%,692,c1,yes,,77,123,
TIK-14,277,715,63%,77%,692,c2,yes,,77,123,
TIK-14,284,1117,63%,76%,1092,c1,yes,,127,262,
TIK-14,284,1117,63%,76%,1092,c2,yes,,127,262,
TIK-14,308,1840,63%,70%,1805,c1,yes,,581,485,
TIK-14,311,1296,63%,69%,1289,c1,yes,,341,290,
TIK-14,311,1296,63%,69%,1289,c2,yes,,341,290,
TIK-15,1232,1130,63%,82%,1083,c1,yes,,49,124,КОИБ
TIK-15,1232,1130,63%,82%,1083,c2,yes,,49,124,КОИБ
TIK-17,520,1468,63%,76%,1437,c1,yes,,106,319,
TIK-17,520,1468,63%,76%,1437,c2,yes,,106,319,
TIK-17,542,1494,63%,76%,1448,c1,yes,,123,212,
TIK-17,542,1494,63%,76%,1448,c2,yes,,123,212,
TIK-17,550,1187,63%,75%,1146,c1,yes,,81,221,
TIK-17,550,1187,63%,75%,1146,c2,yes,,81,221,
TIK-18,1643,1420,63%,74%,1401,c2,yes,,188,137,
TIK-18,1649,882,63%,75%,863,c2,yes,,160,88,
TIK-19,1320,943,63%,78%,901,c1,yes,,70,278,
TIK-19,1320,943,63%,78%,901,c2,yes,,70,278,
TIK-19,1329,1139,63%,70%,1113,c1,yes,,85,306,
TIK-19,1329,1139,63%,70%,1113,c2,yes,,85,306,
TIK-20,1957,1655,63%,75%,1585,c1,yes,,147,178,
TIK-20,1957,1655,63%,75%,1585,c2,yes,,147,178,
TIK-20,1978,1603,63%,78%,1585,c1,yes,,139,299,
TIK-20,1978,1603,63%,78%,1585,c2,yes,,139,299,
TIK-20,2001,1621,63%,75%,1542,c1,yes,,235,507,
TIK-20,2001,1621,63%,75%,1542,c2,yes,,235,507,
TIK-21,836,1394,63%,81%,1354,c1,yes,,80,148,КОИБ
TIK-21,836,1394,63%,81%,1354,c2,yes,,80,148,КОИБ
TIK-21,838,1385,63%,81%,1366,c1,yes,,95,105,КОИБ
TIK-21,838,1385,63%,81%,1366,c2,yes,,95,105,КОИБ
TIK-21,890,1077,63%,77%,1060,c2,yes,,65,97,КОИБ
TIK-22,383,1468,63%,76%,1435,c2,yes,,223,233,
TIK-22,385,1563,63%,76%,1517,c1,yes,,274,163,
TIK-22,385,1563,63%,76%,1517,c2,yes,,274,163,
TIK-23,2054,1543,63%,79%,1499,c2,yes,,168,140,
TIK-23,2062,1296,63%,75%,1248,c1,yes,,119,147,
TIK-23,2062,1296,63%,75%,1248,c2,yes,,119,147,
TIK-23,2076,1014,63%,75%,989,c1,yes,,106,105,
TIK-23,2092,1175,63%,74%,1128,c1,yes,,78,182,
TIK-23,2092,1175,63%,74%,1128,c2,yes,,78,182,
TIK-24,1567,945,63%,70%,922,c1,yes,,107,234,
TIK-24,1567,945,63%,70%,922,c2,yes,,107,234,
TIK-24,1570,1048,63%,76%,1010,c1,yes,,120,325,
TIK-24,1570,1048,63%,76%,1010,c2,yes,,120,325,
TIK-24,1588,1672,63%,79%,1527,c1,yes,,188,170,
TIK-24,1588,1672,63%,79%,1527,c2,yes,,188,170,
TIK-24,1589,1276,63%,78%,1236,c1,yes,,80,268,
TIK-24,1589,1276,63%,78%,1236,c2,yes,,80,268,
TIK-24,1602,1604,63%,75%,1570,c1,yes,,214,214,
TIK-25,1000,1274,63%,75%,1246,c1,yes,,134,238,КОИБ
TIK-25,1000,1274,63%,75%,1246,c2,yes,,134,238,КОИБ
TIK-25,1019,1113,63%,74%,1066,c1,yes,,84,261,КОИБ
TIK-25,1020,1287,63%,75%,1252,c2,yes,,133,214,КОИБ
TIK-25,991,1202,63%,75%,1182,c1,yes,,95,203,КОИБ
TIK-26,1161,1159,63%,78%,1134,c1,yes,,150,134,КОИБ
TIK-26,1161,1159,63%,78%,1134,c2,yes,,150,134,КОИБ
TIK-26,1169,1491,63%,75%,1447,c1,yes,,211,136,КОИБ
TIK-26,1169,1491,63%,75%,1447,c2,yes,,211,136,КОИБ
TIK-26,1185,615,63%,78%,604,c1,yes,,61,61,
TIK-26,1186,995,63%,78%,981,c1,yes,,98,106,КОИБ
TIK-26,1186,995,63%,78%,981,c2,yes,,98,106,КОИБ
TIK-27,1375,1529,63%,75%,1485,c1,yes,,247,338,
TIK-27,1375,1529,63%,75%,1485,c2,yes,,247,338,
TIK-27,1386,1446,63%,77%,1381,c1,yes,,438,319,
TIK-27,1386,1446,63%,77%,1381,c2,yes,,438,319,
TIK-27,1389,1478,63%,74%,1443,c1,yes,,254,367,
TIK-27,1389,1478,63%,74%,1443,c2,yes,,254,367,
TIK-27,1392,1067,63%,76%,1043,c1,yes,,128,307,
TIK-27,1392,1067,63%,76%,1043,c2,yes,,128,307,
TIK-27,1404,1685,63%,74%,1645,c1,yes,,246,373,
TIK-27,1404,1685,63%,74%,1645,c2,yes,,246,373,
TIK-27,1405,1428,63%,77%,1368,c1,yes,,142,322,
TIK-27,1405,1428,63%,77%,1368,c2,yes,,142,322,
TIK-28,1868,1382,63%,75%,1330,c1,yes,,79,288,
TIK-28,1868,1382,63%,75%,1330,c2,yes,,79,288,
TIK-28,1869,1412,63%,72%,1383,c2,yes,,71,363,
TIK-28,1885,1423,63%,73%,1383,c1,yes,,101,438,
TIK-28,1885,1423,63%,73%,1383,c2,yes,,101,438,
TIK-28,1891,1280,63%,76%,1237,c2,yes,,154,266,
TIK-28,1903,1083,63%,80%,1056,c1,yes,,175,202,
TIK-28,1903,1083,63%,80%,1056,c2,yes,,175,202,
TIK-28,1906,1097,63%,73%,1070,c1,yes,,74,199,
TIK-28,1906,1097,63%,73%,1070,c2,yes,,74,199,
TIK-28,1917,1432,63%,74%,1410,c1,yes,,111,290,
TIK-28,1917,1432,63%,74%,1410,c2,yes,,111,290,
TIK-28,1922,1327,63%,76%,1298,c1,yes,,143,310,
TIK-28,1922,1327,63%,76%,1298,c2,yes,,143,310,
TIK-28,1945,1033,63%,72%,1026,c2,yes,,243,283,
TIK-29,2115,1534,63%,76%,1439,c1,yes,,156,197,
TIK-29,2115,1534,63%,76%,1439,c2,yes,,156,197,
TIK-29,2123,1520,63%,75%,1481,c1,yes,,127,171,
TIK-29,2123,1520,63%,75%,1481,c2,yes,,127,171,
TIK-29,2136,1608,63%,75%,1594,c2,yes,,121,268,
TIK-29,2162,1518,63%,77%,1487,c2,yes,,166,182,
TIK-29,2169,797,63%,78%,746,c1,yes,,71,105,
TIK-29,2169,797,63%,78%,746,c2,yes,,71,105,
TIK-29,2173,1529,63%,73%,1494,c1,yes,,273,188,
TIK-30,2241,907,63%,68%,881,c1,yes,,252,122,
TIK-30,2249,1115,63%,71%,1024,c1,yes,,142,238,
TIK-1,2,869,62%,71%,848,c1,yes,,134,98,
TIK-1,2,869,62%,71%,848,c2,yes,,134,98,
TIK-1,27,840,62%,70%,819,c1,yes,,221,108,
TIK-1,27,840,62%,70%,819,c2,yes,,221,108,
TIK-1,4,584,62%,68%,576,c1,yes,,120,62,
TIK-1,4,584,62%,68%,576,c2,yes,,120,62,
TIK-1,51,921,62%,72%,896,c1,yes,,151,136,
TIK-1,54,1236,62%,74%,1193,c1,yes,,183,160,
TIK-1,54,1236,62%,74%,1193,c2,yes,,183,160,
TIK-1,6,881,62%,71%,864,c1,yes,,86,129,
TIK-1,6,881,62%,71%,864,c2,yes,,86,129,
TIK-1,60,590,62%,71%,548,c1,yes,,107,67,
TIK-1,60,590,62%,71%,548,c2,yes,,107,67,
TIK-2,170,1420,62%,72%,1392,c1,yes,,133,198,КОИБ
TIK-2,170,1420,62%,72%,1392,c2,yes,,133,198,КОИБ
TIK-3,603,1434,62%,74%,1418,c1,yes,,91,351,
TIK-3,603,1434,62%,74%,1418,c2,yes,,91,351,
TIK-3,607,915,62%,74%,900,c1,yes,,82,264,
TIK-3,607,915,62%,74%,900,c2,yes,,82,264,
TIK-3,619,1492,62%,74%,1466,c1,yes,,100,368,
TIK-3,619,1492,62%,74%,1466,c2,yes,,100,368,
TIK-3,631,1240,62%,74%,1202,c1,yes,,106,291,
TIK-3,631,1240,62%,74%,1202,c2,yes,,106,291,
TIK-4,928,1045,62%,73%,1017,c1,yes,,111,243,КОИБ
TIK-4,928,1045,62%,73%,1017,c2,yes,,111,243,КОИБ
TIK-4,938,1018,62%,75%,975,c1,yes,,91,263,КОИБ
TIK-4,938,1018,62%,75%,975,c2,yes,,91,263,КОИБ
TIK-4,956,1186,62%,76%,1104,c1,yes,,92,309,КОИБ
TIK-5,1428,1549,62%,72%,1526,c1,yes,,162,245,
TIK-5,1428,1549,62%,72%,1526,c2,yes,,162,245,
TIK-5,1448,1297,62%,76%,1272,c1,yes,,49,233,
TIK-5,1448,1297,62%,76%,1272,c2,yes,,49,233,
TIK-5,1454,1232,62%,74%,1207,c1,yes,,114,195,
TIK-5,1454,1232,62%,74%,1207,c2,yes,,114,195,
TIK-5,1456,1434,62%,77%,1345,c1,yes,,206,210,
TIK-5,1456,1434,62%,77%,1345,c2,yes,,206,210,
TIK-5,1458,1363,62%,75%,1327,c1,yes,,52,222,
TIK-5,1458,1363,62%,75%,1327,c2,yes,,52,222,
TIK-5,1486,1207,62%,74%,1153,c1,yes,,130,217,
TIK-5,1486,1207,62%,74%,1153,c2,yes,,130,217,
TIK-5,1489,1223,62%,78%,1197,c1,yes,,194,190,
TIK-5,1489,1223,62%,78%,1197,c2,yes,,194,190,
TIK-5,1492,1408,62%,75%,1361,c1,yes,,173,252,
TIK-5,1492,1408,62%,75%,1361,c2,yes,,173,252,
TIK-5,1495,1249,62%,75%,1209,c1,yes,,113,214,
TIK-5,1495,1249,62%,75%,1209,c2,yes,,113,214,
TIK-5,1501,1234,62%,77%,1179,c1,yes,,87,248,
TIK-5,1501,1234,62%,77%,1179,c2,yes,,87,248,
TIK-5,1522,1338,62%,75%,1321,c1,yes,,86,247,
TIK-5,1525,1528,62%,74%,1506,c1,yes,,234,235,
TIK-5,1525,1528,62%,74%,1506,c2,yes,,234,235,
TIK-5,1530,1588,62%,73%,1571,c1,yes,,190,193,
TIK-5,1530,1588,62%,73%,1571,c2,yes,,190,193,
TIK-6,1059,1411,62%,77%,1359,c1,yes,,67,121,КОИБ
TIK-6,1076,1205,62%,76%,1190,c1,yes,,120,113,КОИБ
TIK-6,1076,1205,62%,76%,1190,c2,yes,,120,113,КОИБ
TIK-6,1077,1513,62%,76%,1485,c1,yes,,74,169,КОИБ
TIK-6,1077,1513,62%,76%,1485,c2,yes,,74,169,КОИБ
TIK-6,1092,1306,62%,78%,1281,c1,yes,,143,163,КОИБ
TIK-6,1092,1306,62%,78%,1281,c2,yes,,143,163,КОИБ
TIK-6,1108,1396,62%,77%,1364,c1,yes,,71,152,КОИБ
TIK-7,633,1655,62%,76%,1615,c1,yes,,125,246,
TIK-7,633,1655,62%,76%,1615,c2,yes,,125,246,
TIK-7,787,1145,62%,72%,1105,c1,yes,,133,251,
TIK-7,787,1145,62%,72%,1105,c2,yes,,133,251,
TIK-7,798,1175,62%,78%,1135,c2,yes,,86,300,
TIK-7,800,1290,62%,74%,1258,c1,yes,,101,311,
TIK-7,800,1290,62%,74%,1258,c2,yes,,101,311,
TIK-7,811,1595,62%,73%,1572,c1,yes,,217,369,
TIK-7,811,1595,62%,73%,1572,c2,yes,,217,369,
TIK-7,813,1114,62%,75%,1100,c2,yes,,157,258,
TIK-8,1697,1282,62%,75%,1254,c1,yes,,207,197,КОИБ
TIK-8,1697,1282,62%,75%,1254,c2,yes,,207,197,КОИБ
TIK-8,1708,1889,62%,78%,1841,c2,yes,,218,232,КОИБ
TIK-8,1709,862,62%,76%,843,c1,yes,,71,113,КОИБ
TIK-8,1709,862,62%,76%,843,c2,yes,,71,113,КОИБ
TIK-8,1711,940,62%,79%,923,c1,yes,,121,133,КОИБ
TIK-8,1711,940,62%,79%,923,c2,yes,,121,133,КОИБ
TIK-8,1714,1027,62%,78%,993,c1,yes,,97,90,КОИБ
TIK-8,1714,1027,62%,78%,993,c2,yes,,97,90,КОИБ
TIK-8,1716,937,62%,76%,900,c1,yes,,93,89,КОИБ
TIK-8,1716,937,62%,76%,900,c2,yes,,93,89,КОИБ
TIK-9,1816,1081,62%,75%,1055,c1,yes,,107,256,
TIK-9,1816,1081,62%,75%,1055,c2,yes,,107,256,
TIK-9,1824,1242,62%,76%,1232,c1,yes,,151,372,
TIK-9,1824,1242,62%,76%,1232,c2,yes,,151,372,
TIK-9,1843,1253,62%,69%,1235,c1,yes,,137,446,
TIK-10,230,923,62%,75%,901,c1,yes,,55,251,
TIK-10,234,1100,62%,74%,1079,c1,yes,,147,310,
TIK-11,417,1644,62%,73%,1610,c1,yes,,60,259,
TIK-11,417,1644,62%,73%,1610,c2,yes,,60,259,
TIK-11,448,1469,62%,73%,1436,c2,yes,,70,205,
TIK-11,468,1102,62%,73%,1083,c1,yes,,97,167,
TIK-11,468,1102,62%,73%,1083,c2,yes,,97,167,
TIK-11,498,1243,62%,80%,1221,c1,yes,,83,186,
TIK-11,502,1626,62%,74%,1587,c1,yes,,222,245,
TIK-11,502,1626,62%,74%,1587,c2,yes,,222,245,
TIK-12,1732,1484,62%,73%,1453,c1,yes,,221,420,
TIK-12,1740,1188,62%,77%,1171,c1,yes,,99,240,
TIK-12,1740,1188,62%,77%,1171,c2,yes,,99,240,
TIK-12,1741,868,62%,76%,849,c1,yes,,73,192,
TIK-12,1741,868,62%,76%,849,c2,yes,,73,192,
TIK-12,1743,1171,62%,75%,1162,c1,yes,,223,247,
TIK-12,1743,1171,62%,75%,1162,c2,yes,,223,247,
TIK-12,1754,1493,62%,70%,1486,c1,yes,,146,442,
TIK-12,1754,1493,62%,70%,1486,c2,yes,,146,442,
TIK-12,1781,1484,62%,68%,1466,c1,yes,,184,328,
TIK-12,1784,1133,62%,76%,1114,c1,yes,,97,216,
TIK-12,1784,1133,62%,76%,1114,c2,yes,,97,216,
TIK-13,1242,1438,62%,78%,1405,c1,yes,,164,151,
TIK-13,1242,1438,62%,78%,1405,c2,yes,,164,151,
TIK-13,1246,867,62%,77%,846,c1,yes,,148,91,
TIK-13,1246,867,62%,77%,846,c2,yes,,148,91,
TIK-13,1252,1075,62%,80%,1037,c1,yes,,111,106,
TIK-13,1252,1075,62%,80%,1037,c2,yes,,111,106,
TIK-13,1254,739,62%,79%,713,c1,yes,,239,75,
TIK-13,1254,739,62%,79%,713,c2,yes,,239,75,
TIK-13,1257,848,62%,76%,800,c2,yes,,182,88,
TIK-13,1260,824,62%,75%,799,c1,yes,,252,60,
TIK-13,1266,483,62%,80%,454,c1,yes,,63,57,
TIK-14,302,1154,62%,71%,1123,c1,yes,,276,333,
TIK-14,302,1154,62%,71%,1123,c2,yes,,276,333,
TIK-14,305,1656,62%,72%,1645,c1,yes,,294,398,
TIK-14,305,1656,62%,72%,1645,c2,yes,,294,398,
TIK-16,2182,1155,62%,64%,1129,c1,yes,,546,115,
TIK-16,2182,1155,62%,64%,1129,c2,yes,,546,115,
TIK-17,518,1243,62%,77%,1221,c1,yes,,113,358,
TIK-17,518,1243,62%,77%,1221,c2,yes,,113,358,
TIK-19,1323,1032,62%,72%,970,c1,yes,,100,306,
TIK-19,1323,1032,62%,72%,970,c2,yes,,100,306,
TIK-19,1333,612,62%,72%,600,c1,yes,,108,210,
TIK-19,1333,612,62%,72%,600,c2,yes,,108,210,
TIK-19,1345,1064,62%,73%,1039,c1,yes,,229,349,
TIK-19,1345,1064,62%,73%,1039,c2,yes,,229,349,
TIK-19,1346,1470,62%,71%,1438,c1,yes,,287,314,
TIK-19,1346,1470,62%,71%,1438,c2,yes,,287,314,
TIK-21,840,1410,62%,78%,1389,c1,yes,,77,108,КОИБ
TIK-21,840,1410,62%,78%,1389,c2,yes,,77,108,КОИБ
TIK-21,841,1341,62%,80%,1316,c1,yes,,97,101,КОИБ
TIK-21,841,1341,62%,80%,1316,c2,yes,,97,101,КОИБ
TIK-21,862,1160,62%,80%,1143,c2,yes,,51,75,КОИБ
TIK-21,878,1037,62%,80%,996,c1,yes,,114,103,КОИБ
TIK-21,878,1037,62%,80%,996,c2,yes,,114,103,КОИБ
TIK-22,363,1045,62%,66%,1009,c1,yes,,149,108,
TIK-22,363,1045,62%,66%,1009,c2,yes,,149,108,
TIK-22,368,1226,62%,70%,1182,c1,yes,,171,160,
TIK-22,368,1226,62%,70%,1182,c2,yes,,171,160,
TIK-23,2061,1068,62%,70%,1057,c2,yes,,160,143,
TIK-23,2079,1576,62%,75%,1538,c1,yes,,210,207,
TIK-23,2079,1576,62%,75%,1538,c2,yes,,210,207,
TIK-24,1547,1054,62%,74%,1022,c1,yes,,101,271,
TIK-24,1547,1054,62%,74%,1022,c2,yes,,101,271,
TIK-24,1565,1028,62%,72%,1005,c1,yes,,101,232,
TIK-24,1565,1028,62%,72%,1005,c2,yes,,101,232,
TIK-24,1571,1099,62%,74%,1062,c1,yes,,78,353,
TIK-24,1571,1099,62%,74%,1062,c2,yes,,78,353,
TIK-24,1573,1228,62%,80%,1157,c1,yes,,121,271,
TIK-24,1573,1228,62%,80%,1157,c2,yes,,121,271,
TIK-24,1574,966,62%,77%,935,c1,yes,,108,212,
TIK-24,1574,966,62%,77%,935,c2,yes,,108,212,
TIK-24,1590,1350,62%,77%,1329,c1,yes,,124,161,
TIK-24,1590,1350,62%,77%,1329,c2,yes,,124,161,
TIK-25,1029,891,62%,77%,868,c1,yes,,78,146,КОИБ
TIK-25,1029,891,62%,77%,868,c2,yes,,78,146,КОИБ
TIK-25,1044,951,62%,75%,896,c1,yes,,141,144,КОИБ
TIK-25,1044,951,62%,75%,896,c2,yes,,141,144,КОИБ
TIK-25,978,1177,62%,78%,1137,c1,yes,,110,262,КОИБ
TIK-25,978,1177,62%,78%,1137,c2,yes,,110,262,КОИБ
TIK-25,992,1046,62%,73%,1022,c1,yes,,75,294,КОИБ
TIK-25,992,1046,62%,73%,1022,c2,yes,,75,294,КОИБ
TIK-26,1146,1075,62%,77%,1040,c1,yes,,150,112,КОИБ
TIK-26,1146,1075,62%,77%,1040,c2,yes,,150,112,КОИБ
TIK-26,1157,1011,62%,77%,970,c1,yes,,73,103,КОИБ
TIK-26,1157,1011,62%,77%,970,c2,yes,,73,103,КОИБ
TIK-26,1166,1281,62%,77%,1248,c1,yes,,109,165,КОИБ
TIK-26,1166,1281,62%,77%,1248,c2,yes,,109,165,КОИБ
TIK-26,1168,1368,62%,76%,1311,c2,yes,,141,139,КОИБ
TIK-26,1179,632,62%,79%,603,c1,yes,,76,59,
TIK-26,1179,632,62%,79%,603,c2,yes,,76,59,
TIK-26,1194,1067,62%,77%,1044,c1,yes,,78,131,КОИБ
TIK-26,1194,1067,62%,77%,1044,c2,yes,,78,131,КОИБ
TIK-27,1385,584,62%,75%,570,c1,yes,,55,260,
TIK-27,1385,584,62%,75%,570,c2,yes,,55,260,
TIK-27,1408,1052,62%,74%,1017,c1,yes,,257,287,
TIK-27,1408,1052,62%,74%,1017,c2,yes,,257,287,
TIK-28,1904,1203,62%,76%,1186,c1,yes,,115,281,
TIK-28,1907,1037,62%,75%,1015,c1,yes,,80,253,
TIK-28,1907,1037,62%,75%,1015,c2,yes,,80,253,
TIK-28,1918,1279,62%,73%,1246,c1,yes,,143,313,
TIK-28,1918,1279,62%,73%,1246,c2,yes,,143,313,
TIK-28,1923,1426,62%,73%,1400,c1,yes,,163,367,
TIK-28,1923,1426,62%,73%,1400,c2,yes,,163,367,
TIK-28,1927,1640,62%,71%,1604,c1,yes,,410,422,
TIK-28,1927,1640,62%,71%,1604,c2,yes,,410,422,
TIK-29,2111,1374,62%,78%,1201,c1,yes,,87,140,
TIK-29,2111,1374,62%,78%,1201,c2,yes,,87,140,
TIK-29,2137,1501,62%,74%,1448,c2,yes,,203,183,
TIK-29,2142,1426,62%,77%,1394,c1,yes,,152,191,
TIK-29,2148,1279,62%,76%,1234,c1,yes,,113,173,
TIK-29,2148,1279,62%,76%,1234,c2,yes,,113,173,
TIK-29,2153,1124,62%,77%,1090,c2,yes,,81,133,
TIK-29,2164,1372,62%,74%,1342,c1,yes,,68,230,
TIK-29,2174,1602,62%,76%,1567,c2,yes,,180,175,
TIK-30,2235,923,62%,71%,906,c1,yes,,300,190,
TIK-1,5,1049,61%,70%,1023,c1,yes,,154,140,
TIK-1,5,1049,61%,70%,1023,c2,yes,,154,140,
TIK-2,106,890,61%,70%,866,c1,yes,,104,129,КОИБ
TIK-2,106,890,61%,70%,866,c2,yes,,104,129,КОИБ
TIK-2,131,800,61%,66%,794,c1,yes,,259,65,КОИБ
TIK-2,131,800,61%,66%,794,c2,yes,,259,65,КОИБ
TIK-2,181,1081,61%,66%,1077,c1,yes,,486,97,КОИБ
TIK-2,181,1081,61%,66%,1077,c2,yes,,486,97,КОИБ
TIK-3,577,949,61%,76%,887,c1,yes,,65,347,
TIK-3,577,949,61%,76%,887,c2,yes,,65,347,
TIK-3,583,1172,61%,74%,1149,c1,yes,,127,323,
TIK-3,585,1097,61%,76%,1083,c1,yes,,155,272,
TIK-3,585,1097,61%,76%,1083,c2,yes,,155,272,
TIK-3,597,1202,61%,76%,1181,c1,yes,,126,279,
TIK-3,597,1202,61%,76%,1181,c2,yes,,126,279,
TIK-3,598,1302,61%,73%,1264,c1,yes,,160,339,
TIK-3,598,1302,61%,73%,1264,c2,yes,,160,339,
TIK-3,610,973,61%,74%,953,c1,yes,,106,224,
TIK-3,610,973,61%,74%,953,c2,yes,,106,224,
TIK-3,614,961,61%,73%,930,c2,yes,,166,240,
TIK-4,924,1056,61%,70%,1019,c1,yes,,108,290,КОИБ
TIK-4,924,1056,61%,70%,1019,c2,yes,,108,290,КОИБ
TIK-5,1469,1412,61%,74%,1388,c1,yes,,77,234,
TIK-5,1469,1412,61%,74%,1388,c2,yes,,77,234,
TIK-5,1470,1466,61%,75%,1413,c1,yes,,139,237,
TIK-5,1470,1466,61%,75%,1413,c2,yes,,139,237,
TIK-5,1479,1563,61%,77%,1530,c1,yes,,207,231,
TIK-5,1479,1563,61%,77%,1530,c2,yes,,207,231,
TIK-5,1482,1101,61%,76%,1072,c1,yes,,62,203,
TIK-5,1482,1101,61%,76%,1072,c2,yes,,62,203,
TIK-5,1485,1054,61%,77%,1019,c1,yes,,96,216,
TIK-5,1485,1054,61%,77%,1019,c2,yes,,96,216,
TIK-5,1487,1304,61%,73%,1279,c1,yes,,87,222,
TIK-5,1487,1304,61%,73%,1279,c2,yes,,87,222,
TIK-5,1488,1325,61%,77%,1297,c1,yes,,109,224,
TIK-5,1488,1325,61%,77%,1297,c2,yes,,109,224,
TIK-5,1510,1383,61%,76%,1349,c1,yes,,82,232,
TIK-5,1510,1383,61%,76%,1349,c2,yes,,82,232,
TIK-5,1514,1157,61%,75%,1147,c1,yes,,91,224,
TIK-5,1514,1157,61%,75%,1147,c2,yes,,91,224,
TIK-5,1520,1369,61%,74%,1311,c1,yes,,129,265,
TIK-5,1520,1369,61%,74%,1311,c2,yes,,129,265,
TIK-5,1534,1204,61%,71%,1203,c1,yes,,236,204,
TIK-5,1534,1204,61%,71%,1203,c2,yes,,236,204,
TIK-6,1064,1170,61%,75%,1151,c1,yes,,108,140,КОИБ
TIK-6,1064,1170,61%,75%,1151,c2,yes,,108,140,КОИБ
TIK-6,1066,1136,61%,78%,1102,c1,yes,,107,124,КОИБ
TIK-6,1066,1136,61%,78%,1102,c2,yes,,107,124,КОИБ
TIK-6,1069,1294,61%,76%,1267,c1,yes,,83,151,КОИБ
TIK-6,1069,1294,61%,76%,1267,c2,yes,,83,151,КОИБ
TIK-6,1072,1361,61%,77%,1349,c1,yes,,103,131,КОИБ
TIK-6,1072,1361,61%,77%,1349,c2,yes,,103,131,КОИБ
TIK-6,1073,1085,61%,73%,1072,c1,yes,,119,97,КОИБ
TIK-6,1073,1085,61%,73%,1072,c2,yes,,119,97,КОИБ
TIK-6,1091,1018,61%,78%,999,c1,yes,,110,112,КОИБ
TIK-6,1091,1018,61%,78%,999,c2,yes,,110,112,КОИБ
TIK-6,1102,1159,61%,78%,1138,c1,yes,,113,142,КОИБ
TIK-6,1102,1159,61%,78%,1138,c2,yes,,113,142,КОИБ
TIK-6,1104,1141,61%,78%,1115,c1,yes,,64,99,КОИБ
TIK-6,1104,1141,61%,78%,1115,c2,yes,,64,99,КОИБ
TIK-6,1105,1271,61%,77%,1247,c1,yes,,111,132,КОИБ
TIK-6,1105,1271,61%,77%,1247,c2,yes,,111,132,КОИБ
TIK-6,1106,1338,61%,77%,1291,c1,yes,,87,142,КОИБ
TIK-6,1106,1338,61%,77%,1291,c2,yes,,87,142,КОИБ
TIK-7,635,1252,61%,75%,1223,c1,yes,,109,277,
TIK-7,635,1252,61%,75%,1223,c2,yes,,109,277,
TIK-7,644,1166,61%,77%,1149,c1,yes,,118,247,
